Vehicle Type,Category,Subcategory,Item Name,Part Type,Compatible Brands,Spare Part Brand,OEM/Aftermarket,SKU Code,Unit,Estimated Price (INR),Supplier Type,Warranty (Months),Service Time (Min),Stock Status,Remarks
Bike,Cooling,Cooling System,Radiator,Replacement,Royal Enfield,Castrol,Aftermarket,SKU-0817,Piece,7000,Distributor,6,30,In Stock,
Bike,Cooling,Cooling System,Radiator,Replacement,Royal Enfield,Shell,OEM,SKU-0818,Piece,7000,Distributor,6,30,In Stock,
Bike,Cooling,Cooling System,Radiator,Replacement,Royal Enfield,Mobil,Aftermarket,SKU-0819,Piece,7000,Distributor,6,30,In Stock,
Bike,Cooling,Cooling System,Radiator,Replacement,Royal Enfield,Brembo,OEM,SKU-0820,Piece,7000,Distributor,6,30,In Stock,
Bike,Transmission,Clutch,Clutch Plate,Replacement,Royal Enfield,Bosch,Aftermarket,SKU-0821,Piece,3500,Distributor,6,30,In Stock,
Bike,Transmission,Clutch,Clutch Plate,Replacement,Royal Enfield,Castrol,OEM,SKU-0822,Piece,3500,Distributor,6,30,In Stock,
Bike,Transmission,Clutch,Clutch Plate,Replacement,Royal Enfield,Shell,Aftermarket,SKU-0823,Piece,3500,Distributor,6,30,In Stock,
Bike,Transmission,Clutch,Clutch Plate,Replacement,Royal Enfield,Mobil,OEM,SKU-0824,Piece,3500,Distributor,6,30,In Stock,
Bike,Transmission,Clutch,Clutch Plate,Replacement,Royal Enfield,Brembo,Aftermarket,SKU-0825,Piece,3500,Distributor,6,30,In Stock,
Bike,Tyre,Wheel,Tyre,Replacement,Royal Enfield,Bosch,OEM,SKU-0826,Piece,4500,Distributor,6,30,In Stock,
Bike,Tyre,Wheel,Tyre,Replacement,Royal Enfield,Castrol,Aftermarket,SKU-0827,Piece,4500,Distributor,6,30,In Stock,
Bike,Tyre,Wheel,Tyre,Replacement,Royal Enfield,Shell,OEM,SKU-0828,Piece,4500,Distributor,6,30,In Stock,
Bike,Tyre,Wheel,Tyre,Replacement,Royal Enfield,Mobil,Aftermarket,SKU-0829,Piece,4500,Distributor,6,30,In Stock,
Bike,Tyre,Wheel,Tyre,Replacement,Royal Enfield,Brembo,OEM,SKU-0830,Piece,4500,Distributor,6,30,In Stock,
Bike,Body,Exterior,Side Mirror,Replacement,Royal Enfield,Bosch,Aftermarket,SKU-0831,Piece,1200,Distributor,6,30,In Stock,
Bike,Body,Exterior,Side Mirror,Replacement,Royal Enfield,Castrol,OEM,SKU-0832,Piece,1200,Distributor,6,30,In Stock,
Bike,Body,Exterior,Side Mirror,Replacement,Royal Enfield,Shell,Aftermarket,SKU-0833,Piece,1200,Distributor,6,30,In Stock,
Bike,Body,Exterior,Side Mirror,Replacement,Royal Enfield,Mobil,OEM,SKU-0834,Piece,1200,Distributor,6,30,In Stock,
Bike,Body,Exterior,Side Mirror,Replacement,Royal Enfield,Brembo,Aftermarket,SKU-0835,Piece,1200,Distributor,6,30,In Stock,
Bike,Interior,Seats,Seat Cover,Accessory,Royal Enfield,Bosch,OEM,SKU-0836,Piece,2000,Distributor,6,30,In Stock,
Bike,Interior,Seats,Seat Cover,Accessory,Royal Enfield,Castrol,Aftermarket,SKU-0837,Piece,2000,Distributor,6,30,In Stock,
Bike,Interior,Seats,Seat Cover,Accessory,Royal Enfield,Shell,OEM,SKU-0838,Piece,2000,Distributor,6,30,In Stock,
Bike,Interior,Seats,Seat Cover,Accessory,Royal Enfield,Mobil,Aftermarket,SKU-0839,Piece,2000,Distributor,6,30,In Stock,
Bike,Interior,Seats,Seat Cover,Accessory,Royal Enfield,Brembo,OEM,SKU-0840,Piece,2000,Distributor,6,30,In Stock,

